SR_TEAM,DI_DATE,DI_REF,TRD_KEYIN,TRD_SH_NAME,TRD_QTY,TRD_U_PRC,AR_CODE
SR01,2019-05-01,CS256201/00005,2019800799708,Stainless Steel Whisk 30 cm.,1.0,180.0,C1658
SR01,2019-05-01,CS256201/00005,BW0453,D003 Half Shape 6.5 cm Silicone Mould (SM189),2.0,350.0,C1658
SR01,2019-05-01,CS256201/00006,2019800112385,Activa TG-BP (QS) Transglutaminase (Meat Glue) 1 kg.,1.0,2200.0,R0103
SR01,2019-05-01,CS256201/00008,3161911703385,"Elle&Vire Whipping Cream 35% ,1 Litre (M191)",2.0,220.0,C1682
SR01,2019-05-01,CS256201/00009,IG0500-5KG,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 5 kgs,1.0,2250.0,A0334
SR01,2019-05-01,CS256201/00009,3073416403557,Cacao Barry Blanc Satin White Choc 29.2% Pistoles 5 kgs,1.0,2200.0,A0334
SR01,2019-05-01,DS256201/00043,ASS-KA-5KICAOWH,ASS-Y KitchenAid KICAOWH Ice Cream Maker Attachment,1.0,1700.0,D0034
SR01,2019-05-01,DS256201/00048,IG0807,"Valrhona Tanariva, Milk & Caramel Chocolate 33% 3 kg.",2.0,2450.0,C1060
SR01,2019-05-01,DS256201/00054,PT0942,CDN Q2-450X Quick-Read Pocket Thermometer,3.0,650.0,H02578
SR01,2019-05-01,DS256201/00055,IG0970,Texturas Surprises Malto 1000 g.,7.0,2950.0,A0448
SR01,2019-05-01,DS256201/00055,IG0617,"Texturas Surprises Trisol 4,000 g.",8.0,5250.0,A0448
SR01,2019-05-01,DS256201/00055,IG0515,Anchor Whipping Cream  25%  1 litre,20.0,180.0,A0448
SR01,2019-05-01,DS256201/00055,IG0519,Boiron Mandarin Puree 1 kg.,1.0,410.0,A0448
SR01,2019-05-01,DS256201/00055,IG0032,Cocoa Butter 1 kg (M024),5.0,550.0,A0448
SR01,2019-06-01,CS-0256201/021,2019800429285,Temma PG78C Pet Gold Tray Round D78 H9 mm. [ x 100.00],2.0,220.0,P3258
SR01,2019-06-01,CS-0256201/021,2019800129277,"SNY Baking Cup Tulip ก้น 5 ปาก 7 สูง8,6.5  คละสี 100 pcs",2.0,130.0,P3258
SR01,2019-06-01,CS256201/00010,MA0544-RE,Greenis F-9008 Slow Juicer Red Color,1.0,9900.0,C1917
SR01,2019-06-01,CS256201/00010,018436002208,CDN IRTL220 Insta-Read Beverage and Frothing Stem 7 inch,1.0,450.0,C1917
SR01,2019-06-01,CSR256201/01,REPAIR,ค่าบริการซ่อมแซม Machine,1.0,428.0,P12369
SR01,2019-07-01,CS-0256201/022,2019800155122,SNY Clear Plastic Round Cake 500m. ม้วนใหญ่ พันเค้กแบบใส,2.0,450.0,P7386
SR01,2019-07-01,CS-0256201/022,4991120380089,"Temma 4798027 Silicon Greaseproof Parchment Paper Sheet,",2.0,1450.0,P7386
SR01,2019-07-01,CS-0256201/022,2019800125675,EU Food Color 46P10046 Pump Powder Silver AF 10 g.(46P14013),3.0,380.0,P7386
SR01,2019-07-01,CS-0256201/022,2019800125682,EU Food Color 46P10047 Pump Powder Gold AF 10 g.(46P14012),4.0,380.0,P7386
SR01,2019-07-01,CS-0256201/022,2019800118158,"Whole Macadamia Nut A2 ,1 kg. เม็ดเต็ม size 13-16 mm.",6.0,690.0,P7386
SR01,2019-07-01,CS-0256201/023,2019800291301,Walnut A 1 kg.,1.0,590.0,P12400
SR01,2019-07-01,CS-0256201/023,2019800299055,Nielsen Massey Pure Vanilla Bean Paste 50 g.,1.0,390.0,P12400
SR01,2019-07-01,CS-0256201/023,2019800299024,Almond Powder (USA) 1 kg.(M071),1.0,380.0,P12400
SR01,2019-07-01,CS-0256201/024,2019800290830,Sugar Nib/Pearl Sugar 1 kg,1.0,290.0,P12401
SR01,2019-07-01,CS-0256201/025,2019800290069,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,4.0,230.0,P11212
SR01,2019-07-01,CS-0256201/026,MA2383-PT,KitchenAid 5KSM175PSEPT Artisan Mixer 4.8 Lt Pistachio,1.0,19900.0,P12402
SR01,2019-07-01,CS-0256201/026,2019800237033,Pectin NH 200 g.,1.0,390.0,P12402
SR01,2019-07-01,CS-1256201/026,IG0869,Valrhona Dulcey 32% (Blond chocolate) 3 kg,1.0,3150.0,P1594
SR01,2019-07-01,CS-1256201/026,CL0513,MF 13593 Argent/Silver Poudre Scintillante 10 g.,1.0,690.0,P1594
SR01,2019-07-01,CS-1256201/026,CL0511,MF 13590 Cuivre Rouge/Red copper Poudre Scintillante 10 g.,1.0,690.0,P1594
SR01,2019-07-01,CS-1256201/026,CL0512,MF 13592 OR/Gold Poudre Scintillante 30 g.,1.0,690.0,P1594
SR01,2019-07-01,CS-1256201/026,CL0466-1,10 g. White Powder Color (Titanium Dioxide),2.0,150.0,P1594
SR01,2019-07-01,CS-1256201/027,CL0226,Ameri Color 261 Electric Yellow 4.5 oz. Gel Paste(DE401),1.0,380.0,P11892
SR01,2019-07-01,CS-1256201/027,CL0447,Ameri Color 225 Terracotta 4.5 oz.Gel Paste,1.0,380.0,P11892
SR01,2019-07-01,CS-1256201/027,CL0219,Ameri Color 230 Regal Purple 4.5 oz. Gel Paste (DE394),1.0,380.0,P11892
SR01,2019-07-01,CS-1256201/028,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P12399
SR01,2019-07-01,CS-1256201/029,IG0501-1,Cacao Barry Dark Choc Pistal 64% 500 g. (M236),2.0,220.0,P9202
SR01,2019-07-01,CS-1256201/030,IG0503-1,500 g.Dark Choc 58% COCOABARRY,2.0,180.0,P7959
SR01,2019-07-01,CS-1256201/030,IG0096-2,Almond Blanched Stick 200 g.,1.0,85.0,P7959
SR01,2019-07-01,CS-1256201/031,IG0794-1,"Bread Flour T65 ,1 kg. แป้งขนมปัง Made in France",1.0,70.0,WL00914
SR01,2019-07-01,CS-1256201/031,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,1.0,95.0,WL00914
SR01,2019-07-01,CS-1256201/031,IG0351.1,T45 แป้งขนมปัง 1 kg,1.0,90.0,WL00914
SR01,2019-07-01,CS-1256201/032,3334491130500,Matfer 113050 Spatula 500 Exoglas 220 c,1.0,690.0,P12403
SR01,2019-07-01,CS-1256201/033,IG0032,Cocoa Butter 1 kg (M024),1.0,550.0,P12404
SR01,2019-07-01,CS-1256201/034,2019800154200,200/P A-3 Round Plastic Cards 8.5 cm. (P101),1.0,260.0,P11947
SR01,2019-07-01,CS-1256201/035,PT1219-30,Aluminium Baking Tray 3 mm size 30x40 cm.(ไม่มีขอบ),1.0,180.0,P11694
SR01,2019-07-01,CS-1256201/035,BW1361-40,de Buyer 8161.40 Aluminum Baking Tray Non Stick Obli 40x30,1.0,900.0,P11694
SR01,2019-07-01,CS-1256201/035,IG0512-1,Almond Powder (USA) 1 kg.(M071),2.0,380.0,P11694
SR01,2019-07-01,CS-1256201/035,IG1065,DGF Milk Couverture 36.8% Coin 1 kg. made in France,1.0,370.0,P11694
SR01,2019-07-01,CS-1256201/035,IG0294,5 KGS.White Choc Zephyr 34% PISTOLES (Cocoa barry),1.0,2650.0,P11694
SR01,2019-07-01,CS256201/00011,680218001312,Ameri Color 131 Warm Brown .75 oz. Gel,3.0,120.0,C0768
SR01,2019-07-01,CS256201/00012,2019800195821,12 cm.Icing Sugar Sifter/Flour Sifter DY-H0507 (ทรงกลม),2.0,280.0,C0134
SR01,2019-07-01,CS256201/00012,2019800127174,Plastic Funnel 17 cm.,1.0,150.0,C0134
SR01,2019-07-01,CS256201/00012,4018157129709,Triangle 501521303 Grater 2 Way with Catcher,1.0,950.0,C0134
SR01,2019-07-01,CS256201/00012,2019800191502,CALLEBAUT DARK CHOCOLATE CHUNKS 1 kg.,1.0,350.0,C0134
SR01,2019-07-01,CS256201/00012,2019800290069,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,1.0,230.0,C0134
SR01,2019-07-01,CS256201/00012,2019802000017,500 g.Dark Choc 58% COCOABARRY,1.0,180.0,C0134
SR01,2019-07-01,CS256201/00012,2019800236906,Cacao Barry Dark Choc Pistal 64% 500 g. (M236),2.0,220.0,C0134
SR01,2019-07-01,CS256201/00013,MA2512-ER,KitchenAid 5KFC3516EER Mini Food Processoor Empi Red,1.0,3500.0,C1978
SR01,2019-07-01,DS256201/00056,ASS-KA-5KICAOWH,ASS-Y KitchenAid KICAOWH Ice Cream Maker Attachment,3.0,1700.0,D0034
SR01,2019-07-01,DS256201/00058,CL0947-47,EU Food Color 46P10047 Pump Powder Gold AF 10 g.,36.0,250.0,R0223
SR01,2019-07-01,DS256201/00058,IG0996-WH1,Quality Sprinkles 1504 Pearlized White 8 mm Pearl 500 g,5.0,250.0,R0223
SR01,2019-07-01,DS256201/00063,IG0968,Texturas Gelification Gellan 400 g.,2.0,3950.0,D0002
SR01,2019-07-01,DS256201/00063,IG0613,Texturas Gelification Agar 500 g.,2.0,2500.0,D0002
SR01,2019-07-01,DS256201/00065,IG0908,Valrhona Araguani Dark 72% 3 kg.,5.0,2800.0,C1150
SR01,2019-07-01,DS256201/00065,IG0820,Valrhona Cocoa Powder 3 kg,3.0,2200.0,C1150
SR01,2019-07-01,DS256201/00065,IG0096-1,Almond Blanched Stick 1 kg.(M161),2.0,400.0,C1150
SR01,2019-07-01,DS256201/00066,IG0610,Texturas Sherification Calcic 600 g.,1.0,910.0,C1968
SR01,2019-07-01,DS256201/00066,IG0716,Texturas Sherification Algin 500 g,1.0,1850.0,C1968
SR01,2019-07-01,DS256201/00066,IG0717,Texturas Emulsification Lecite 300 g,1.0,1250.0,C1968
SR01,2019-07-01,DS256201/00066,IG0718,Texturas Thickener  Xantana 600 g,1.0,2350.0,C1968
SR01,2019-07-01,DS256201/00067,IG0074-10KG,10 kg. White Compound Coin  M139,2.0,1700.0,D0038
SR01,2019-07-01,DS256201/00067,3584730027812,DGF White Couverture 30% Coin 5 kg. made in France,2.0,1700.0,D0038
SR01,2019-07-01,DS256201/00068,IG0862,Nielsen Massey Pure Vanilla Bean Paste 1000 g.,1.0,5990.0,R0200
SR01,2019-08-01,CS-0256201/027,2019800118158,"Whole Macadamia Nut A2 ,1 kg. เม็ดเต็ม size 13-16 mm.",1.0,690.0,P11703
SR01,2019-08-01,CS-0256201/027,2019800111159,Silica Gel 2 g เม็ดกันชื้น 100 pc/pack,1.0,120.0,P11703
SR01,2019-08-01,CS-0256201/028,2019800390714,Cookie Crumble Chocolate 750 g.,1.0,200.0,P9670
SR01,2019-08-01,CS-0256201/028,2019800444585,Almond Stick with Skin 1 kg.,1.0,400.0,P9670
SR01,2019-08-01,CS-0256201/028,5410522545609,Callebaut Crispearls Dark 800 g.(M031),2.0,570.0,P9670
SR01,2019-08-01,CS-0256201/028,5410522545661,Callebaut Crispearls White 800 g.,2.0,640.0,P9670
SR01,2019-08-01,CS-0256201/028,2019800390721,Cookie Crumble Vanilla 750 g.,3.0,190.0,P9670
SR01,2019-08-01,CS-0256201/029,3073414270922,"Exbrute No.3 Cacao Barry Cocoa Powder ,  1 kg.",1.0,550.0,P12406
SR01,2019-08-01,CS-0256201/029,2019800203649,Invert Sugar / Trimoline 500 g.,2.0,250.0,P12406
SR01,2019-08-01,CS-0256201/030,2019800290151,Cacao Barry Blanc Satin White Choc 29.2% Pistoles 500 g.,1.0,230.0,P11790
SR01,2019-08-01,CS-0256201/030,2019802000017,500 g.Dark Choc 58% COCOABARRY,2.0,180.0,P11790
SR01,2019-08-01,CS-0256201/031,2019800390134,Roasted Sunflower 1 kg. / เมล็ดทานตะวันกระเทาะเปลือก อบ,1.0,280.0,P5227
SR01,2019-08-01,CS-0256201/031,2019800199270,SNY M-B10 Aluminum Rould Mould size d.10xh2.5 cm.,8.0,30.0,P5227
SR01,2019-08-01,CS-0256201/031,3073416800387,Cacao Barry Chocolate Bar 300s (Stick) 44% 1.6 kg.,12.0,385.0,P5227
SR01,2019-08-01,CS-0256201/032,2019800154446,Patisfrance Cold Clear Glaze / Mirroir Plus 500 g. (M060),1.0,220.0,P1830
SR01,2019-08-01,CS-0256201/032,3389130007064,blueberry puree(M155),1.0,540.0,P1830
SR01,2019-08-01,CS-0256201/032,3389130005879,Strawberry Puree 1 kg.(M168),2.0,410.0,P1830
SR01,2019-08-01,CS-0256201/033,MA2259-GR,"KitchenAid 5KPM5EGR Stand Mixer 5 Qt,4.8 L Heavy Duty -Gray",1.0,19900.0,P12409
SR01,2019-08-01,CS-0256201/034,3451790482410,Elle&Vire Extra dry butter for Croissant84% FAT (M195),2.0,600.0,P4095
SR01,2019-08-01,CS-0256201/035,3253840001127,Trablit Coffee Extract 90 ml,2.0,320.0,P12411
SR01,2019-08-01,CS-0256201/036,BW1261,D056 Daisy Silicone Mould NR.6,2.0,350.0,P1968
SR01,2019-08-01,CS-0256201/037,IG0948,Boiron Yuzu Puree 1 kg,3.0,2830.0,P12405
SR01,2019-08-01,CS-0256201/037,2019800390189,1 kg.Strawberry Paste for Macarons,6.0,780.0,P12405
SR01,2019-08-01,CS-1256201/036,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",1.0,950.0,P12407
SR01,2019-08-01,CS-1256201/036,IG0111-1,"Dark Compound Chips 8800 , 500 g. (M176)",1.0,120.0,P12407
SR01,2019-08-01,CS-1256201/037,IG0500-5KG,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 5 kgs,2.0,2250.0,P6037
SR01,2019-08-01,CS-1256201/038,IG0501-1,Cacao Barry Dark Choc Pistal 64% 500 g. (M236),3.0,220.0,P12008
SR01,2019-08-01,CS-1256201/038,PT2555,Jamie Oliver JB3530 Pallette Knife 9 inch/23 cm,1.0,270.0,P12008
SR01,2019-08-01,CS-1256201/038,PT1809-7,7 in. Wood Spatula Offset,1.0,120.0,P12008
SR01,2019-08-01,CS-1256201/039,IG0477,Elle&Vire 82% All Purpose Unsalted Butter 2.5 kg.,2.0,1260.0,WL01191
SR01,2019-08-01,CS-1256201/039,IG0123,"Elle&Vire Whipping Cream 35% ,1 Litre (M191)",2.0,220.0,WL01191
SR01,2019-08-01,CS-1256201/039,IG0088,Elle&Vire Cream Cheese Plain 1.356 kg.(M153),2.0,430.0,WL01191
SR01,2019-08-01,CS-1256201/039,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,WL01191
SR01,2019-08-01,CS-1256201/039,IG0516-1,Cranberry Dried Fruit 500 g.,1.0,270.0,WL01191
SR01,2019-08-01,CS-1256201/039,IG0575-1,Pectin NH 200 g.,1.0,390.0,WL01191
SR01,2019-08-01,CS-1256201/039,PK0511-20,Foam Box 20 kg. (size M) / ลังโฟมขนาดกลาง,1.0,120.0,WL01191
SR01,2019-08-01,CS-1256201/040,IG1201,Van Houten Robust Red Cameroon 1kg.,1.0,360.0,WL01155
SR01,2019-08-01,CS-1256201/040,IG0648-A2,"Whole Macadamia Nut A2 ,1 kg. เม็ดเต็ม size 13-16 mm.",2.0,690.0,WL01155
SR01,2019-08-01,CS-1256201/040,IG1066,DGF White Couverture 30% Coin 1 kg. made in France,1.0,370.0,WL01155
SR01,2019-08-01,CS256201/00014,MA2340-PG,Assistent AKM6230PG (CE)Stand Mixer 7 Litre1500W Pearl Green,1.0,32900.0,P11703
SR01,2019-08-01,CS256201/00016,2019800191502,CALLEBAUT DARK CHOCOLATE CHUNKS 1 kg.,3.0,350.0,C1633
SR01,2019-08-01,CS256201/00017,2019800196958,Stainless Steel Service Pan GN 1/6x150 mm.dim 176x162x150 mm,8.0,330.0,C1980
SR01,2019-08-01,DS-0256201/010,MA2415,KitchenAid KCM4212SX Cold Brew Coffee Maker,1.0,7900.0,L000613
SR01,2019-08-01,DS-0256201/011,MA2349,PolyScience CSM700PSS0NUC1 The Smoking Gun Pro Hand-Held Smo,1.0,5500.0,L000614
SR01,2019-08-01,DS256201/00071,IG0573.1,CMC Powder for  Fondant 100 g.,12.0,160.0,R0151
SR01,2019-08-01,DS256201/00072,IG1188,Pregel Mango Topping 1 kg,20.0,490.0,R0009
SR01,2019-08-01,DS256201/00079,IG0804,Valrhona Guanaja Dark Chocolate 70% 3 kg.,1.0,2500.0,R0297
SR01,2019-08-01,DS256201/00079,CL0947-50,EU Food Color 46P10050 Pump Powder New Gold AF 10 g.,1.0,380.0,R0297
SR01,2019-08-01,DS256201/00080,PT2236,LINKYO Knife Sharpener - 3 Stage Knife Sharpening System,1.0,1290.0,H0034
SR01,2019-08-01,DS256201/00080,PT1867,des patissiers (France 1887) Silpat Silicone Pat 60*40 cm.,6.0,450.0,H0034
SR01,2019-08-01,DS256201/00081,CL0947-47,EU Food Color 46P10047 Pump Powder Gold AF 10 g.,5.0,380.0,D0002
SR01,2019-08-01,DS256201/00081,CL0947-46,EU Food Color 46P10046 Pump Powder Silver AF 10 g.,5.0,380.0,D0002
SR01,2019-08-01,DS256201/00082,IG0906-B,Trablit Coffee Extract 90 ml,10.0,320.0,A0448
SR01,2019-08-01,DS256201/00082,IG0282-2,Yogurt Powder for Gelato 200 g.,2.0,250.0,A0448
SR01,2019-08-01,DS256201/00082,IG0515,Anchor Whipping Cream  25%  1 litre,20.0,180.0,A0448
SR01,2019-09-01,CS-0256201/038,2019800200006,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,1.0,95.0,P0815
SR01,2019-09-01,CS-0256201/038,2019800199607,Demarle Baking Mat SILPAIN size 600x400 mm,1.0,1650.0,P0815
SR01,2019-09-01,CS-0256201/039,3073414270922,"Exbrute No.3 Cacao Barry Cocoa Powder ,  1 kg.",1.0,550.0,P6882
SR01,2019-09-01,CS-0256201/039,5410522546941,Van Houten Robust Red Cameroon 1kg.,2.0,360.0,P6882
SR01,2019-09-01,CS-0256201/039,2019800200259,"Dark Compound Chips 8800 , 500 g. (M176)",2.0,120.0,P6882
SR01,2019-09-01,CS-0256201/039,2019800196750,Rose Dried 100 g.,1.0,200.0,P6882
SR01,2019-09-01,CS-0256201/040,3073414270922,"Exbrute No.3 Cacao Barry Cocoa Powder ,  1 kg.",5.0,550.0,A0407
SR01,2019-09-01,CS-0256201/040,2019800299024,Almond Powder (USA) 1 kg.(M071),6.0,380.0,A0407
SR01,2019-09-01,CS-0256201/041,4008726113345,Gelita Gelatine Sheets e 1000 g,2.0,1120.0,P12414
SR01,2019-09-01,CS-0256201/042,883049418766,KitchenAid KB2CNSS5 Classic Nonstick Bakeware 5-piece,1.0,1790.0,P12370
SR01,2019-09-01,CS-0256201/043,2019800299482,Himalayan Pink Salt Crystal 500 g. // big,1.0,280.0,P12417
SR01,2019-09-01,CS-0256201/044,2019800280015,Cacao Barry White Choc Zephyr 34% Pistoles 500 g.,3.0,255.0,P1699
SR01,2019-09-01,CS-0256201/044,2019800236890,Cocoa Crush Biscuit  1 kg.,4.0,200.0,P1699
SR01,2019-09-01,CS-1256201/041,IG0681,"Callebaut Dark Chocolate Couverture 57.7% , 2.5kg",2.0,850.0,P10415
SR01,2019-09-01,CS-1256201/042,PT0746-183,Petal Tubes Medium no.183 (PT0746),3.0,80.0,P12412
SR01,2019-09-01,CS-1256201/042,PT2283,Pavoni RA7RS Dough Scraper 216x128 mm.,1.0,90.0,P12412
SR01,2019-09-01,CS-1256201/043,IG0512-1,Almond Powder (USA) 1 kg.(M071),8.0,380.0,P11141
SR01,2019-09-01,CS-1256201/044,IG0327,Nielsen Massey Rose Water Extract 118 ml./4 oz.,1.0,520.0,P10078
SR01,2019-09-01,CS-1256201/044,IG1121,Lorann Oils 2270-0300 Lavender Oil 9.86ml./0.33 oz.,1.0,420.0,P10078
SR01,2019-09-01,CS-1256201/045,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),3.0,1800.0,P4211
SR01,2019-09-01,CS-1256201/046,2019800126238,Egg White Powder Instant 1 kg.(Belgium) // สามารถละลายทันที,1.0,850.0,P12413
SR01,2019-09-01,CS-1256201/047,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",4.0,950.0,P6213
SR01,2019-09-01,CS-1256201/047,IG0100-B2,"Macadamia Nut Halves B2, 500 g. เม็ดซีก size 0.6-1.5 g /ชิ้น",1.0,385.0,P6213
SR01,2019-09-01,CS-1256201/047,2019800290465,Whole Hazelnut Blanched (with out skin) 1 kg.เม็ดเต็ม,1.0,800.0,P6213
SR01,2019-09-01,CS-1256201/048,IG0575-1,Pectin NH 200 g.,1.0,390.0,P7552
SR01,2019-09-01,CS-1256201/048,IG0184,Citric Acid 500 g.(M254),1.0,160.0,P7552
SR01,2019-09-01,CS-1256201/049,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,P12415
SR01,2019-09-01,CS-1256201/050,IG0094,Coconut Fine Grated 1 kg. / มะพร้าวอบแห้ง (M159),2.0,280.0,P4101
SR01,2019-09-01,CS-1256201/051,*2019800798688,Window stand bone paper zip bag 16*25+8 [ x 100.00],3.0,375.0,P11262
SR01,2019-09-01,CS-1256201/052,IG1199,Van Houten Intense Deep Black 1kg.,1.0,440.0,P12245
SR01,2019-09-01,CS-1256201/053,IG0335,5 Kgs.LACTEE BARRY 35.3% (Milk Choc Couverture),1.0,2000.0,P9379
SR01,2019-09-01,DS-0256201/014,MA2259-OB,"KitchenAid 5KPM5EOB Stand Mixer 5 Qt,4.8 L Heavy Duty -Black",1.0,22363.0,L000615
SR01,2019-09-01,DS256201/00092,IG0958-P,Activa TG-BP (QS) Transglutaminase (Meat Glue) 1 kg.,1.0,2200.0,A0127
SR01,2019-09-01,DS256201/00093,PT1645,100% Chef P/64500 Mini Flexible Serving Spatula,1.0,650.0,P10200
SR01,2019-09-01,DS256201/00093,PT0981,No.65 Heart Plunger Cutter Set 2,1.0,450.0,P10200
SR01,2019-09-01,DS256201/00094,IG0485,Vanilla Crush Biscuits 1 kg.,5.0,190.0,H02504
SR01,2019-09-01,DS256201/00094,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,3.0,95.0,H02504
